,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,variable,motivo
86449,1.0,0.0,1.0,,,123800.0,Departamento,surface_total,Descartado por dato faltante
86450,1.0,0.0,1.0,,,117648.0,Departamento,surface_total,Descartado por dato faltante
86451,1.0,0.0,1.0,,,127000.0,Departamento,surface_total,Descartado por dato faltante
86452,1.0,0.0,1.0,,,118000.0,Departamento,surface_total,Descartado por dato faltante
86453,1.0,0.0,1.0,,,109000.0,Departamento,surface_total,Descartado por dato faltante
86454,1.0,0.0,1.0,,,111000.0,Departamento,surface_total,Descartado por dato faltante
86455,1.0,0.0,1.0,,,62000.0,Departamento,surface_total,Descartado por dato faltante
86456,1.0,0.0,1.0,,,114300.0,Departamento,surface_total,Descartado por dato faltante
86457,1.0,0.0,1.0,,,120000.0,Departamento,surface_total,Descartado por dato faltante
86478,1.0,1.0,1.0,,,81000.0,Departamento,surface_total,Descartado por dato faltante
86479,2.0,1.0,1.0,,,99000.0,Departamento,surface_total,Descartado por dato faltante
86480,2.0,1.0,1.0,,,145000.0,Departamento,surface_total,Descartado por dato faltante
86481,2.0,1.0,1.0,,,159000.0,Departamento,surface_total,Descartado por dato faltante
86482,2.0,1.0,1.0,,,159000.0,Departamento,surface_total,Descartado por dato faltante
86483,2.0,1.0,2.0,,,250000.0,Departamento,surface_total,Descartado por dato faltante
86485,2.0,1.0,1.0,,,175000.0,Departamento,surface_total,Descartado por dato faltante
86486,2.0,1.0,1.0,,,175000.0,Departamento,surface_total,Descartado por dato faltante
86487,2.0,1.0,1.0,,,98000.0,Departamento,surface_total,Descartado por dato faltante
86492,2.0,1.0,1.0,,,135000.0,Departamento,surface_total,Descartado por dato faltante
86493,2.0,1.0,1.0,,,110000.0,Departamento,surface_total,Descartado por dato faltante
86495,1.0,1.0,1.0,,,122148.0,Departamento,surface_total,Descartado por dato faltante
86496,1.0,1.0,1.0,,,128000.0,Departamento,surface_total,Descartado por dato faltante
86497,1.0,1.0,1.0,,,119980.0,Departamento,surface_total,Descartado por dato faltante
86498,1.0,1.0,1.0,,,132000.0,Departamento,surface_total,Descartado por dato faltante
86499,1.0,1.0,1.0,,,140400.0,Departamento,surface_total,Descartado por dato faltante
86500,1.0,1.0,1.0,,,130000.0,Departamento,surface_total,Descartado por dato faltante
86501,1.0,1.0,1.0,,,122391.0,Departamento,surface_total,Descartado por dato faltante
86502,1.0,1.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
86503,2.0,1.0,1.0,,,138000.0,Departamento,surface_total,Descartado por dato faltante
86504,1.0,1.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
86505,2.0,1.0,1.0,,,120000.0,Departamento,surface_total,Descartado por dato faltante
86506,1.0,1.0,1.0,,,105000.0,Departamento,surface_total,Descartado por dato faltante
86507,2.0,1.0,1.0,,,140000.0,Departamento,surface_total,Descartado por dato faltante
86510,2.0,1.0,1.0,,,175000.0,Departamento,surface_total,Descartado por dato faltante
86511,2.0,1.0,2.0,,,148000.0,Departamento,surface_total,Descartado por dato faltante
86512,2.0,1.0,1.0,,,118000.0,Departamento,surface_total,Descartado por dato faltante
86515,3.0,2.0,1.0,,,82000.0,PH,surface_total,Descartado por dato faltante
86518,3.0,2.0,1.0,,,225000.0,Casa,surface_total,Descartado por dato faltante
86520,3.0,2.0,2.0,,,246000.0,Casa,surface_total,Descartado por dato faltante
86536,3.0,2.0,3.0,,,335000.0,Departamento,surface_total,Descartado por dato faltante
86537,3.0,2.0,3.0,,,269000.0,Departamento,surface_total,Descartado por dato faltante
86538,3.0,2.0,3.0,,,325000.0,Departamento,surface_total,Descartado por dato faltante
86539,3.0,2.0,3.0,,,325000.0,Departamento,surface_total,Descartado por dato faltante
86540,3.0,2.0,3.0,,,355000.0,Departamento,surface_total,Descartado por dato faltante
86541,3.0,2.0,3.0,,,355000.0,Departamento,surface_total,Descartado por dato faltante
86542,3.0,2.0,3.0,,,335000.0,Departamento,surface_total,Descartado por dato faltante
86543,3.0,2.0,3.0,,,320000.0,Departamento,surface_total,Descartado por dato faltante
86544,3.0,2.0,3.0,,,315000.0,Departamento,surface_total,Descartado por dato faltante
86545,3.0,2.0,3.0,,,315000.0,Departamento,surface_total,Descartado por dato faltante
86546,3.0,2.0,3.0,,,305000.0,Departamento,surface_total,Descartado por dato faltante
86547,3.0,2.0,2.0,,,245000.0,Departamento,surface_total,Descartado por dato faltante
86548,3.0,2.0,1.0,,,165000.0,Departamento,surface_total,Descartado por dato faltante
86549,3.0,2.0,1.0,,,295000.0,Departamento,surface_total,Descartado por dato faltante
86550,3.0,2.0,1.0,,,195000.0,Departamento,surface_total,Descartado por dato faltante
86551,3.0,2.0,2.0,,,220000.0,Departamento,surface_total,Descartado por dato faltante
86552,3.0,2.0,2.0,,,300000.0,Departamento,surface_total,Descartado por dato faltante
86553,3.0,2.0,1.0,,,172000.0,Departamento,surface_total,Descartado por dato faltante
86554,3.0,2.0,1.0,,,180000.0,Departamento,surface_total,Descartado por dato faltante
86555,3.0,2.0,3.0,,,180000.0,Departamento,surface_total,Descartado por dato faltante
86557,3.0,2.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
86558,3.0,2.0,1.0,,,162000.0,Departamento,surface_total,Descartado por dato faltante
86559,4.0,2.0,3.0,,,320000.0,Departamento,surface_total,Descartado por dato faltante
86561,3.0,2.0,2.0,,,220000.0,Departamento,surface_total,Descartado por dato faltante
86562,4.0,2.0,2.0,,,240000.0,Departamento,surface_total,Descartado por dato faltante
86564,3.0,2.0,1.0,,,173500.0,Departamento,surface_total,Descartado por dato faltante
86568,3.0,2.0,2.0,,,165000.0,Departamento,surface_total,Descartado por dato faltante
86569,3.0,2.0,2.0,,,315000.0,Departamento,surface_total,Descartado por dato faltante
86579,4.0,3.0,4.0,,,450000.0,Casa,surface_total,Descartado por dato faltante
86604,5.0,3.0,4.0,,,477000.0,Departamento,surface_total,Descartado por dato faltante
86605,4.0,3.0,2.0,,,240000.0,Departamento,surface_total,Descartado por dato faltante
86606,5.0,3.0,4.0,,,467000.0,Departamento,surface_total,Descartado por dato faltante
86607,5.0,3.0,4.0,,,477000.0,Departamento,surface_total,Descartado por dato faltante
86608,5.0,3.0,3.0,,,290000.0,Departamento,surface_total,Descartado por dato faltante
86609,5.0,3.0,3.0,,,365000.0,Departamento,surface_total,Descartado por dato faltante
86610,5.0,3.0,3.0,,,350000.0,Departamento,surface_total,Descartado por dato faltante
86611,5.0,3.0,3.0,,,390000.0,Departamento,surface_total,Descartado por dato faltante
86612,4.0,3.0,2.0,,,250000.0,Departamento,surface_total,Descartado por dato faltante
86613,6.0,3.0,4.0,,,750000.0,Departamento,surface_total,Descartado por dato faltante
86614,4.0,3.0,2.0,,,170000.0,Departamento,surface_total,Descartado por dato faltante
86615,6.0,3.0,4.0,,,530000.0,Departamento,surface_total,Descartado por dato faltante
86616,5.0,3.0,4.0,,,430000.0,Departamento,surface_total,Descartado por dato faltante
86617,5.0,3.0,4.0,,,480000.0,Departamento,surface_total,Descartado por dato faltante
86618,5.0,3.0,3.0,,,750000.0,Departamento,surface_total,Descartado por dato faltante
86619,4.0,3.0,2.0,,,245000.0,Departamento,surface_total,Descartado por dato faltante
86620,5.0,3.0,3.0,,,320000.0,Departamento,surface_total,Descartado por dato faltante
86621,5.0,3.0,3.0,,,480000.0,Departamento,surface_total,Descartado por dato faltante
86622,4.0,3.0,3.0,,,830000.0,Departamento,surface_total,Descartado por dato faltante
86623,4.0,3.0,3.0,,,469000.0,Departamento,surface_total,Descartado por dato faltante
86624,4.0,3.0,3.0,,,480000.0,Departamento,surface_total,Descartado por dato faltante
86626,4.0,3.0,3.0,,,400000.0,Departamento,surface_total,Descartado por dato faltante
86627,4.0,3.0,2.0,,,350000.0,Departamento,surface_total,Descartado por dato faltante
86628,5.0,3.0,4.0,,,400000.0,Departamento,surface_total,Descartado por dato faltante
86629,5.0,3.0,4.0,,,475000.0,Departamento,surface_total,Descartado por dato faltante
86630,5.0,3.0,3.0,,,650000.0,Departamento,surface_total,Descartado por dato faltante
86632,4.0,3.0,2.0,,,173000.0,Departamento,surface_total,Descartado por dato faltante
86633,4.0,3.0,4.0,,,1090000.0,Departamento,surface_total,Descartado por dato faltante
86634,4.0,3.0,4.0,,,1050000.0,Departamento,surface_total,Descartado por dato faltante
86635,4.0,3.0,5.0,,,1250000.0,Departamento,surface_total,Descartado por dato faltante
86636,4.0,3.0,1.0,,,169000.0,Departamento,surface_total,Descartado por dato faltante
86642,5.0,4.0,3.0,,,850000.0,Casa,surface_total,Descartado por dato faltante
86643,5.0,4.0,2.0,,,140000.0,Casa,surface_total,Descartado por dato faltante
86644,5.0,4.0,2.0,,,140000.0,Casa,surface_total,Descartado por dato faltante
86646,5.0,4.0,5.0,,,915000.0,Casa,surface_total,Descartado por dato faltante
86649,5.0,4.0,4.0,,,750000.0,Casa,surface_total,Descartado por dato faltante
86652,6.0,4.0,4.0,,,320000.0,Departamento,surface_total,Descartado por dato faltante
86653,5.0,4.0,3.0,,,280000.0,Departamento,surface_total,Descartado por dato faltante
86654,4.0,4.0,2.0,,,565000.0,Departamento,surface_total,Descartado por dato faltante
86655,5.0,4.0,3.0,,,469000.0,Departamento,surface_total,Descartado por dato faltante
86882,4.0,3.0,1.0,,59.0,97000.0,Departamento,surface_total,Descartado por dato faltante
86883,2.0,1.0,1.0,,47.0,127000.0,Departamento,surface_total,Descartado por dato faltante
87692,3.0,2.0,1.0,,,150000.0,PH,surface_total,Descartado por dato faltante
88329,3.0,2.0,1.0,,,60000.0,Casa,surface_total,Descartado por dato faltante
88330,4.0,3.0,2.0,,,155000.0,Casa,surface_total,Descartado por dato faltante
88333,3.0,2.0,1.0,,56.0,95000.0,Departamento,surface_total,Descartado por dato faltante
88334,2.0,1.0,1.0,,46.0,100000.0,Departamento,surface_total,Descartado por dato faltante
88559,2.0,1.0,1.0,,45.0,75000.0,Departamento,surface_total,Descartado por dato faltante
88710,3.0,2.0,1.0,,1.0,169000.0,Departamento,surface_total,Descartado por dato faltante
88745,4.0,3.0,2.0,,,220000.0,Casa,surface_total,Descartado por dato faltante
89158,3.0,3.0,1.0,,90.0,249000.0,Departamento,surface_total,Descartado por dato faltante
89201,3.0,2.0,1.0,,71.0,172600.0,Departamento,surface_total,Descartado por dato faltante
89577,1.0,1.0,1.0,,,31900.0,Departamento,surface_total,Descartado por dato faltante
91245,4.0,3.0,2.0,,88.0,130000.0,Departamento,surface_total,Descartado por dato faltante
93475,2.0,1.0,1.0,,53.0,123500.0,PH,surface_total,Descartado por dato faltante
93537,2.0,1.0,1.0,,33.0,69000.0,Departamento,surface_total,Descartado por dato faltante
93547,2.0,1.0,1.0,,73.0,262247.0,Departamento,surface_total,Descartado por dato faltante
93555,2.0,1.0,1.0,,49.0,168354.0,Departamento,surface_total,Descartado por dato faltante
93565,2.0,1.0,1.0,,60.0,320000.0,Departamento,surface_total,Descartado por dato faltante
93575,2.0,1.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
93662,2.0,1.0,1.0,,40.0,185000.0,Departamento,surface_total,Descartado por dato faltante
93692,2.0,1.0,1.0,,48.0,95000.0,Departamento,surface_total,Descartado por dato faltante
93717,3.0,2.0,2.0,,85.0,120000.0,PH,surface_total,Descartado por dato faltante
93765,3.0,2.0,1.0,,,189000.0,Casa,surface_total,Descartado por dato faltante
93822,3.0,2.0,1.0,,,190000.0,Departamento,surface_total,Descartado por dato faltante
93823,3.0,2.0,2.0,,,245000.0,Departamento,surface_total,Descartado por dato faltante
93883,3.0,2.0,1.0,,83.0,248000.0,Departamento,surface_total,Descartado por dato faltante
94050,4.0,3.0,2.0,,,180000.0,Casa,surface_total,Descartado por dato faltante
94105,4.0,3.0,1.0,,123.0,387066.0,Departamento,surface_total,Descartado por dato faltante
94125,4.0,3.0,2.0,,104.0,195000.0,Departamento,surface_total,Descartado por dato faltante
94189,4.0,3.0,1.0,,,100000.0,Departamento,surface_total,Descartado por dato faltante
95739,1.0,0.0,1.0,,,69900.0,Departamento,surface_total,Descartado por dato faltante
96085,3.0,2.0,3.0,,,380000.0,Departamento,surface_total,Descartado por dato faltante
96476,1.0,0.0,1.0,,,85000.0,Departamento,surface_total,Descartado por dato faltante
96478,1.0,0.0,1.0,,,75542.0,Departamento,surface_total,Descartado por dato faltante
96479,1.0,0.0,1.0,,,72000.0,Departamento,surface_total,Descartado por dato faltante
96480,1.0,0.0,1.0,,,117500.0,Departamento,surface_total,Descartado por dato faltante
96482,1.0,0.0,1.0,,,79900.0,Departamento,surface_total,Descartado por dato faltante
96483,1.0,0.0,1.0,,,139900.0,Departamento,surface_total,Descartado por dato faltante
96485,1.0,0.0,1.0,,,118000.0,Departamento,surface_total,Descartado por dato faltante
96486,1.0,0.0,1.0,,,180600.0,Departamento,surface_total,Descartado por dato faltante
96505,1.0,0.0,1.0,,,110000.0,Departamento,surface_total,Descartado por dato faltante
96526,2.0,1.0,1.0,,,119000.0,Departamento,surface_total,Descartado por dato faltante
96527,2.0,1.0,1.0,,,122000.0,Departamento,surface_total,Descartado por dato faltante
96544,2.0,1.0,2.0,,,175000.0,Departamento,surface_total,Descartado por dato faltante
96551,2.0,1.0,1.0,,,150000.0,Departamento,surface_total,Descartado por dato faltante
96558,2.0,1.0,1.0,,,90000.0,Departamento,surface_total,Descartado por dato faltante
96566,2.0,1.0,2.0,,,320000.0,Departamento,surface_total,Descartado por dato faltante
96606,2.0,1.0,1.0,,,139000.0,Departamento,surface_total,Descartado por dato faltante
96621,1.0,1.0,1.0,,,45000.0,Departamento,surface_total,Descartado por dato faltante
96623,2.0,1.0,1.0,,,69000.0,Departamento,surface_total,Descartado por dato faltante
96627,2.0,1.0,1.0,,,85000.0,Departamento,surface_total,Descartado por dato faltante
96628,2.0,1.0,1.0,,,169000.0,Departamento,surface_total,Descartado por dato faltante
96635,2.0,1.0,1.0,,,84000.0,Departamento,surface_total,Descartado por dato faltante
96639,2.0,1.0,1.0,,,67900.0,Departamento,surface_total,Descartado por dato faltante
96641,2.0,1.0,1.0,,,68500.0,Departamento,surface_total,Descartado por dato faltante
96642,2.0,1.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
96656,2.0,1.0,2.0,,,263550.0,Departamento,surface_total,Descartado por dato faltante
96657,2.0,1.0,2.0,,,450000.0,Departamento,surface_total,Descartado por dato faltante
96679,2.0,1.0,1.0,,,95000.0,Departamento,surface_total,Descartado por dato faltante
96684,2.0,1.0,1.0,,,75000.0,Departamento,surface_total,Descartado por dato faltante
96689,2.0,1.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
96708,2.0,1.0,1.0,,,165000.0,Departamento,surface_total,Descartado por dato faltante
96724,2.0,1.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
96725,2.0,1.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
96726,2.0,1.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
96727,2.0,1.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
96728,2.0,1.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
96729,2.0,1.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
96730,2.0,1.0,1.0,,,127000.0,Departamento,surface_total,Descartado por dato faltante
96731,2.0,1.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
96732,2.0,1.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
96733,2.0,1.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
96734,2.0,1.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
96735,2.0,1.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
96737,2.0,1.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
96738,2.0,1.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
96805,3.0,2.0,2.0,,,190000.0,Departamento,surface_total,Descartado por dato faltante
96806,3.0,2.0,1.0,,,128900.0,Departamento,surface_total,Descartado por dato faltante
96809,3.0,2.0,2.0,,,190000.0,Departamento,surface_total,Descartado por dato faltante
96841,3.0,2.0,2.0,,,225000.0,Departamento,surface_total,Descartado por dato faltante
96850,3.0,2.0,1.0,,,110000.0,Departamento,surface_total,Descartado por dato faltante
96851,3.0,2.0,2.0,,,215000.0,Departamento,surface_total,Descartado por dato faltante
96858,3.0,2.0,2.0,,,440000.0,Departamento,surface_total,Descartado por dato faltante
96889,3.0,2.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
96912,3.0,2.0,2.0,,,198000.0,Departamento,surface_total,Descartado por dato faltante
96929,3.0,2.0,2.0,,,140000.0,Departamento,surface_total,Descartado por dato faltante
96942,3.0,2.0,1.0,,,150000.0,Departamento,surface_total,Descartado por dato faltante
96951,3.0,2.0,1.0,,,195000.0,Departamento,surface_total,Descartado por dato faltante
96954,3.0,2.0,1.0,,,128000.0,Departamento,surface_total,Descartado por dato faltante
96957,3.0,2.0,1.0,,,164500.0,Departamento,surface_total,Descartado por dato faltante
96964,3.0,2.0,1.0,,,158000.0,Departamento,surface_total,Descartado por dato faltante
96966,3.0,2.0,1.0,,,165000.0,Departamento,surface_total,Descartado por dato faltante
96985,3.0,2.0,2.0,,,279000.0,Departamento,surface_total,Descartado por dato faltante
96988,3.0,2.0,1.0,,,133000.0,Departamento,surface_total,Descartado por dato faltante
96990,3.0,2.0,1.0,,,105000.0,Departamento,surface_total,Descartado por dato faltante
96991,3.0,2.0,2.0,,,162000.0,Departamento,surface_total,Descartado por dato faltante
97024,4.0,3.0,1.0,,,175000.0,Casa,surface_total,Descartado por dato faltante
97036,4.0,3.0,2.0,,,499500.0,Casa,surface_total,Descartado por dato faltante
97038,4.0,3.0,2.0,,,280000.0,Casa,surface_total,Descartado por dato faltante
97055,4.0,3.0,2.0,,,470000.0,Casa,surface_total,Descartado por dato faltante
97071,4.0,3.0,2.0,,,360000.0,Departamento,surface_total,Descartado por dato faltante
97091,4.0,3.0,4.0,,,329000.0,Departamento,surface_total,Descartado por dato faltante
97094,4.0,3.0,1.0,,,238000.0,Departamento,surface_total,Descartado por dato faltante
97105,4.0,3.0,3.0,,,460000.0,Departamento,surface_total,Descartado por dato faltante
97113,4.0,3.0,2.0,,,300000.0,Departamento,surface_total,Descartado por dato faltante
97139,4.0,3.0,2.0,,,270000.0,Departamento,surface_total,Descartado por dato faltante
97140,4.0,3.0,2.0,,,205000.0,Departamento,surface_total,Descartado por dato faltante
97158,4.0,3.0,3.0,,,190000.0,Departamento,surface_total,Descartado por dato faltante
97205,5.0,4.0,2.0,,,160000.0,Casa,surface_total,Descartado por dato faltante
97226,5.0,4.0,2.0,,,179000.0,Departamento,surface_total,Descartado por dato faltante
97234,5.0,4.0,2.0,,,215000.0,Departamento,surface_total,Descartado por dato faltante
97235,5.0,4.0,2.0,,,165000.0,Departamento,surface_total,Descartado por dato faltante
97530,2.0,1.0,1.0,,37.0,112000.0,Departamento,surface_total,Descartado por dato faltante
97851,2.0,1.0,1.0,,,67000.0,Departamento,surface_total,Descartado por dato faltante
97865,2.0,1.0,1.0,,,82000.0,PH,surface_total,Descartado por dato faltante
97972,3.0,2.0,1.0,,,100000.0,Departamento,surface_total,Descartado por dato faltante
98089,4.0,3.0,2.0,,,185000.0,Departamento,surface_total,Descartado por dato faltante
98277,1.0,1.0,1.0,,,75000.0,Departamento,surface_total,Descartado por dato faltante
98280,1.0,1.0,1.0,,,81810.0,Departamento,surface_total,Descartado por dato faltante
98281,1.0,0.0,1.0,,,60000.0,Departamento,surface_total,Descartado por dato faltante
98282,1.0,0.0,1.0,,,58000.0,Departamento,surface_total,Descartado por dato faltante
98283,1.0,0.0,1.0,,,95000.0,Departamento,surface_total,Descartado por dato faltante
98284,1.0,0.0,1.0,,,95000.0,Departamento,surface_total,Descartado por dato faltante
98388,2.0,1.0,1.0,,,98000.0,Departamento,surface_total,Descartado por dato faltante
98425,2.0,1.0,1.0,,35.0,97000.0,Departamento,surface_total,Descartado por dato faltante
98426,2.0,0.0,1.0,,,87000.0,Departamento,surface_total,Descartado por dato faltante
98430,2.0,1.0,1.0,,,49000.0,Departamento,surface_total,Descartado por dato faltante
98586,3.0,2.0,2.0,,,150000.0,Casa,surface_total,Descartado por dato faltante
98666,3.0,0.0,1.0,,,73000.0,Departamento,surface_total,Descartado por dato faltante
98667,3.0,2.0,2.0,,,187000.0,Departamento,surface_total,Descartado por dato faltante
98684,3.0,2.0,3.0,,,185000.0,Departamento,surface_total,Descartado por dato faltante
98685,3.0,2.0,3.0,,,185000.0,Departamento,surface_total,Descartado por dato faltante
98686,3.0,2.0,3.0,,,185000.0,Departamento,surface_total,Descartado por dato faltante
98698,3.0,2.0,1.0,,,89500.0,Departamento,surface_total,Descartado por dato faltante
98701,3.0,2.0,1.0,,,150000.0,Departamento,surface_total,Descartado por dato faltante
98702,3.0,2.0,1.0,,,159500.0,Departamento,surface_total,Descartado por dato faltante
98711,3.0,2.0,2.0,,,350000.0,Departamento,surface_total,Descartado por dato faltante
98803,3.0,2.0,1.0,,,110000.0,Departamento,surface_total,Descartado por dato faltante
98947,4.0,3.0,2.0,,,320000.0,Departamento,surface_total,Descartado por dato faltante
98953,4.0,3.0,2.0,,,269000.0,Departamento,surface_total,Descartado por dato faltante
98955,4.0,3.0,4.0,,,435000.0,Departamento,surface_total,Descartado por dato faltante
98956,4.0,3.0,2.0,,,180000.0,Departamento,surface_total,Descartado por dato faltante
98957,4.0,3.0,3.0,,,259000.0,Departamento,surface_total,Descartado por dato faltante
98958,4.0,3.0,3.0,,,390000.0,Departamento,surface_total,Descartado por dato faltante
99152,1.0,0.0,1.0,,,83700.0,Departamento,surface_total,Descartado por dato faltante
99153,1.0,0.0,1.0,,,76500.0,Departamento,surface_total,Descartado por dato faltante
99154,1.0,0.0,1.0,,,76500.0,Departamento,surface_total,Descartado por dato faltante
99155,1.0,0.0,1.0,,,76500.0,Departamento,surface_total,Descartado por dato faltante
99156,1.0,0.0,1.0,,,83700.0,Departamento,surface_total,Descartado por dato faltante
99157,1.0,0.0,1.0,,,76500.0,Departamento,surface_total,Descartado por dato faltante
99158,1.0,0.0,1.0,,,76500.0,Departamento,surface_total,Descartado por dato faltante
99159,1.0,0.0,1.0,,,76500.0,Departamento,surface_total,Descartado por dato faltante
99160,1.0,0.0,1.0,,,83700.0,Departamento,surface_total,Descartado por dato faltante
99186,1.0,0.0,1.0,,,85000.0,Departamento,surface_total,Descartado por dato faltante
99187,1.0,0.0,1.0,,,85000.0,Departamento,surface_total,Descartado por dato faltante
99191,1.0,0.0,1.0,,,85000.0,Departamento,surface_total,Descartado por dato faltante
99192,1.0,0.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
99193,1.0,0.0,1.0,,,163000.0,Departamento,surface_total,Descartado por dato faltante
99194,1.0,0.0,1.0,,,165000.0,Departamento,surface_total,Descartado por dato faltante
99195,1.0,0.0,1.0,,,150500.0,Departamento,surface_total,Descartado por dato faltante
99196,1.0,0.0,1.0,,,85000.0,Departamento,surface_total,Descartado por dato faltante
99197,1.0,0.0,1.0,,,89500.0,Departamento,surface_total,Descartado por dato faltante
99198,1.0,0.0,1.0,,,95000.0,Departamento,surface_total,Descartado por dato faltante
99199,1.0,0.0,1.0,,,135000.0,Departamento,surface_total,Descartado por dato faltante
99200,1.0,0.0,1.0,,,150000.0,Departamento,surface_total,Descartado por dato faltante
99201,1.0,0.0,1.0,,,138647.0,Departamento,surface_total,Descartado por dato faltante
99202,1.0,0.0,1.0,,,119600.0,Departamento,surface_total,Descartado por dato faltante
99203,1.0,0.0,1.0,,,123500.0,Departamento,surface_total,Descartado por dato faltante
99205,1.0,0.0,1.0,,,113500.0,Departamento,surface_total,Descartado por dato faltante
99207,1.0,0.0,1.0,,,90000.0,Departamento,surface_total,Descartado por dato faltante
99208,1.0,0.0,1.0,,,85000.0,Departamento,surface_total,Descartado por dato faltante
99209,1.0,0.0,1.0,,,133000.0,Departamento,surface_total,Descartado por dato faltante
99210,1.0,0.0,1.0,,,110000.0,Departamento,surface_total,Descartado por dato faltante
99211,1.0,0.0,1.0,,,138000.0,Departamento,surface_total,Descartado por dato faltante
99212,1.0,0.0,1.0,,,135000.0,Departamento,surface_total,Descartado por dato faltante
99213,1.0,0.0,1.0,,,109300.0,Departamento,surface_total,Descartado por dato faltante
99214,1.0,0.0,1.0,,,123400.0,Departamento,surface_total,Descartado por dato faltante
99215,1.0,0.0,1.0,,,131000.0,Departamento,surface_total,Descartado por dato faltante
99216,1.0,0.0,1.0,,,141300.0,Departamento,surface_total,Descartado por dato faltante
99217,1.0,0.0,1.0,,,120000.0,Departamento,surface_total,Descartado por dato faltante
99218,1.0,0.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
99219,1.0,0.0,1.0,,,155000.0,Departamento,surface_total,Descartado por dato faltante
99220,1.0,0.0,1.0,,,145000.0,Departamento,surface_total,Descartado por dato faltante
99221,1.0,0.0,1.0,,,120000.0,Departamento,surface_total,Descartado por dato faltante
99222,1.0,0.0,1.0,,,148000.0,Departamento,surface_total,Descartado por dato faltante
99223,1.0,0.0,1.0,,,89000.0,Departamento,surface_total,Descartado por dato faltante
99224,1.0,0.0,1.0,,,139900.0,Departamento,surface_total,Descartado por dato faltante
99246,1.0,0.0,1.0,,,131000.0,Departamento,surface_total,Descartado por dato faltante
99247,1.0,0.0,1.0,,,143000.0,Departamento,surface_total,Descartado por dato faltante
99248,1.0,0.0,1.0,,,128000.0,Departamento,surface_total,Descartado por dato faltante
99249,1.0,0.0,1.0,,,124000.0,Departamento,surface_total,Descartado por dato faltante
99250,1.0,0.0,1.0,,,128000.0,Departamento,surface_total,Descartado por dato faltante
99251,1.0,0.0,1.0,,,142000.0,Departamento,surface_total,Descartado por dato faltante
99252,1.0,0.0,1.0,,,135000.0,Departamento,surface_total,Descartado por dato faltante
99253,1.0,0.0,1.0,,,160000.0,Departamento,surface_total,Descartado por dato faltante
99254,1.0,0.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
99255,1.0,0.0,1.0,,,135000.0,Departamento,surface_total,Descartado por dato faltante
99256,1.0,0.0,1.0,,,135000.0,Departamento,surface_total,Descartado por dato faltante
99257,1.0,0.0,1.0,,,135000.0,Departamento,surface_total,Descartado por dato faltante
99258,1.0,0.0,1.0,,,108000.0,Departamento,surface_total,Descartado por dato faltante
99261,1.0,0.0,1.0,,,79000.0,Departamento,surface_total,Descartado por dato faltante
99262,1.0,0.0,1.0,,,61000.0,Departamento,surface_total,Descartado por dato faltante
99263,1.0,0.0,1.0,,,72000.0,Departamento,surface_total,Descartado por dato faltante
99264,1.0,0.0,1.0,,,49500.0,Departamento,surface_total,Descartado por dato faltante
99265,1.0,0.0,1.0,,,98000.0,Departamento,surface_total,Descartado por dato faltante
99266,1.0,0.0,1.0,,,63000.0,Departamento,surface_total,Descartado por dato faltante
99267,1.0,0.0,1.0,,,113000.0,Departamento,surface_total,Descartado por dato faltante
99268,1.0,0.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
99270,1.0,0.0,1.0,,,109000.0,Departamento,surface_total,Descartado por dato faltante
99271,1.0,0.0,1.0,,,78000.0,Departamento,surface_total,Descartado por dato faltante
99272,1.0,0.0,1.0,,,99000.0,Departamento,surface_total,Descartado por dato faltante
99273,1.0,0.0,1.0,,,78000.0,Departamento,surface_total,Descartado por dato faltante
99274,1.0,0.0,1.0,,,98400.0,Departamento,surface_total,Descartado por dato faltante
99276,1.0,0.0,1.0,,,105700.0,Departamento,surface_total,Descartado por dato faltante
