,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,variable,motivo
99277,1.0,0.0,1.0,,,96000.0,Departamento,surface_total,Descartado por dato faltante
99278,1.0,0.0,1.0,,,110000.0,Departamento,surface_total,Descartado por dato faltante
99285,1.0,0.0,1.0,,,107757.0,Departamento,surface_total,Descartado por dato faltante
99286,1.0,0.0,1.0,,,107757.0,Departamento,surface_total,Descartado por dato faltante
99287,1.0,0.0,1.0,,,109512.0,Departamento,surface_total,Descartado por dato faltante
99288,1.0,0.0,1.0,,,109512.0,Departamento,surface_total,Descartado por dato faltante
99289,1.0,0.0,1.0,,,111267.0,Departamento,surface_total,Descartado por dato faltante
99290,1.0,0.0,1.0,,,112240.0,Departamento,surface_total,Descartado por dato faltante
99291,1.0,0.0,1.0,,,114080.0,Departamento,surface_total,Descartado por dato faltante
99292,1.0,0.0,1.0,,,116708.0,Departamento,surface_total,Descartado por dato faltante
99293,1.0,0.0,1.0,,,118463.0,Departamento,surface_total,Descartado por dato faltante
99294,1.0,0.0,1.0,,,118463.0,Departamento,surface_total,Descartado por dato faltante
99295,1.0,0.0,1.0,,,119340.0,Departamento,surface_total,Descartado por dato faltante
99296,1.0,0.0,1.0,,,119340.0,Departamento,surface_total,Descartado por dato faltante
99297,1.0,0.0,1.0,,,121095.0,Departamento,surface_total,Descartado por dato faltante
99298,1.0,0.0,1.0,,,121095.0,Departamento,surface_total,Descartado por dato faltante
99299,1.0,0.0,1.0,,,121440.0,Departamento,surface_total,Descartado por dato faltante
99300,1.0,0.0,1.0,,,123280.0,Departamento,surface_total,Descartado por dato faltante
99301,1.0,0.0,1.0,,,123728.0,Departamento,surface_total,Descartado por dato faltante
99302,1.0,0.0,1.0,,,123728.0,Departamento,surface_total,Descartado por dato faltante
99303,1.0,0.0,1.0,,,124605.0,Departamento,surface_total,Descartado por dato faltante
99304,1.0,0.0,1.0,,,124605.0,Departamento,surface_total,Descartado por dato faltante
99305,1.0,0.0,1.0,,,125120.0,Departamento,surface_total,Descartado por dato faltante
99306,1.0,0.0,1.0,,,126960.0,Departamento,surface_total,Descartado por dato faltante
99307,1.0,0.0,1.0,,,127410.0,Departamento,surface_total,Descartado por dato faltante
99308,1.0,0.0,1.0,,,128450.0,Departamento,surface_total,Descartado por dato faltante
99309,1.0,0.0,1.0,,,129270.0,Departamento,surface_total,Descartado por dato faltante
99310,1.0,0.0,1.0,,,130285.0,Departamento,surface_total,Descartado por dato faltante
99311,1.0,0.0,1.0,,,130900.0,Departamento,surface_total,Descartado por dato faltante
99312,1.0,0.0,1.0,,,132060.0,Departamento,surface_total,Descartado por dato faltante
99313,1.0,0.0,1.0,,,151136.0,Departamento,surface_total,Descartado por dato faltante
99314,1.0,0.0,1.0,,,187530.0,Departamento,surface_total,Descartado por dato faltante
99315,1.0,0.0,1.0,,,189570.0,Departamento,surface_total,Descartado por dato faltante
99316,1.0,0.0,1.0,,,249565.0,Departamento,surface_total,Descartado por dato faltante
99317,1.0,0.0,1.0,,,105000.0,Departamento,surface_total,Descartado por dato faltante
99318,1.0,0.0,1.0,,,110000.0,Departamento,surface_total,Descartado por dato faltante
99357,1.0,0.0,1.0,,,91000.0,Departamento,surface_total,Descartado por dato faltante
99358,1.0,0.0,1.0,,,102000.0,Departamento,surface_total,Descartado por dato faltante
99361,1.0,0.0,1.0,,,119000.0,Departamento,surface_total,Descartado por dato faltante
99376,1.0,0.0,1.0,,,120000.0,Departamento,surface_total,Descartado por dato faltante
99377,1.0,0.0,1.0,,,120000.0,Departamento,surface_total,Descartado por dato faltante
99378,1.0,0.0,1.0,,,120000.0,Departamento,surface_total,Descartado por dato faltante
99382,1.0,0.0,1.0,,,45000.0,Departamento,surface_total,Descartado por dato faltante
99383,1.0,0.0,1.0,,,80000.0,Departamento,surface_total,Descartado por dato faltante
99384,1.0,0.0,2.0,,,87000.0,Departamento,surface_total,Descartado por dato faltante
99385,1.0,0.0,1.0,,,71500.0,Departamento,surface_total,Descartado por dato faltante
99386,1.0,0.0,1.0,,,56000.0,Departamento,surface_total,Descartado por dato faltante
99389,1.0,0.0,1.0,,,77000.0,Departamento,surface_total,Descartado por dato faltante
99390,1.0,0.0,1.0,,,50000.0,Departamento,surface_total,Descartado por dato faltante
99391,1.0,0.0,1.0,,,100000.0,Departamento,surface_total,Descartado por dato faltante
99392,1.0,0.0,1.0,,,100000.0,Departamento,surface_total,Descartado por dato faltante
99393,1.0,0.0,1.0,,,100000.0,Departamento,surface_total,Descartado por dato faltante
99395,1.0,0.0,2.0,,,99000.0,Departamento,surface_total,Descartado por dato faltante
99396,1.0,0.0,2.0,,,110700.0,Departamento,surface_total,Descartado por dato faltante
99397,1.0,0.0,2.0,,,118800.0,Departamento,surface_total,Descartado por dato faltante
99398,1.0,0.0,1.0,,,76000.0,Departamento,surface_total,Descartado por dato faltante
99399,1.0,0.0,1.0,,,79500.0,Departamento,surface_total,Descartado por dato faltante
99400,1.0,0.0,2.0,,,107472.0,Departamento,surface_total,Descartado por dato faltante
99401,1.0,0.0,1.0,,,110000.0,Departamento,surface_total,Descartado por dato faltante
99402,1.0,0.0,1.0,,,119000.0,Departamento,surface_total,Descartado por dato faltante
99403,1.0,0.0,1.0,,,123000.0,Departamento,surface_total,Descartado por dato faltante
99404,1.0,0.0,1.0,,,93000.0,Departamento,surface_total,Descartado por dato faltante
99405,1.0,0.0,1.0,,,75000.0,Departamento,surface_total,Descartado por dato faltante
99408,1.0,0.0,1.0,,,75000.0,Departamento,surface_total,Descartado por dato faltante
99409,1.0,0.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
99410,1.0,0.0,1.0,,,100000.0,Departamento,surface_total,Descartado por dato faltante
99411,1.0,0.0,1.0,,,150000.0,Departamento,surface_total,Descartado por dato faltante
99412,1.0,0.0,1.0,,,109000.0,Departamento,surface_total,Descartado por dato faltante
99414,1.0,0.0,1.0,,,110000.0,Departamento,surface_total,Descartado por dato faltante
99415,1.0,0.0,1.0,,,122000.0,Departamento,surface_total,Descartado por dato faltante
99471,1.0,0.0,1.0,,,79000.0,Departamento,surface_total,Descartado por dato faltante
99472,1.0,0.0,1.0,,,70000.0,Departamento,surface_total,Descartado por dato faltante
99473,1.0,0.0,1.0,,,57000.0,Departamento,surface_total,Descartado por dato faltante
99474,1.0,0.0,1.0,,,57000.0,Departamento,surface_total,Descartado por dato faltante
99490,1.0,0.0,1.0,,,110000.0,Departamento,surface_total,Descartado por dato faltante
99491,1.0,0.0,1.0,,,80000.0,Departamento,surface_total,Descartado por dato faltante
99492,1.0,0.0,1.0,,,97000.0,Departamento,surface_total,Descartado por dato faltante
99496,1.0,1.0,1.0,,,112700.0,Departamento,surface_total,Descartado por dato faltante
99497,1.0,1.0,1.0,,,125600.0,Departamento,surface_total,Descartado por dato faltante
99498,1.0,1.0,1.0,,,138000.0,Departamento,surface_total,Descartado por dato faltante
99499,1.0,1.0,1.0,,,81700.0,Departamento,surface_total,Descartado por dato faltante
99500,1.0,1.0,1.0,,,92902.0,Departamento,surface_total,Descartado por dato faltante
99501,1.0,1.0,1.0,,,94400.0,Departamento,surface_total,Descartado por dato faltante
99502,1.0,1.0,1.0,,,94400.0,Departamento,surface_total,Descartado por dato faltante
99503,1.0,1.0,1.0,,,96800.0,Departamento,surface_total,Descartado por dato faltante
99504,1.0,1.0,1.0,,,96800.0,Departamento,surface_total,Descartado por dato faltante
99505,1.0,1.0,1.0,,,97200.0,Departamento,surface_total,Descartado por dato faltante
99506,1.0,1.0,1.0,,,97800.0,Departamento,surface_total,Descartado por dato faltante
99507,1.0,1.0,1.0,,,97800.0,Departamento,surface_total,Descartado por dato faltante
99508,1.0,1.0,1.0,,,97800.0,Departamento,surface_total,Descartado por dato faltante
99509,1.0,1.0,1.0,,,98800.0,Departamento,surface_total,Descartado por dato faltante
99510,1.0,1.0,1.0,,,98800.0,Departamento,surface_total,Descartado por dato faltante
99511,1.0,1.0,1.0,,,105300.0,Departamento,surface_total,Descartado por dato faltante
99512,1.0,1.0,1.0,,,105800.0,Departamento,surface_total,Descartado por dato faltante
99513,1.0,1.0,1.0,,,106000.0,Departamento,surface_total,Descartado por dato faltante
99514,1.0,1.0,1.0,,,106800.0,Departamento,surface_total,Descartado por dato faltante
99515,1.0,1.0,1.0,,,107200.0,Departamento,surface_total,Descartado por dato faltante
99516,1.0,1.0,1.0,,,107200.0,Departamento,surface_total,Descartado por dato faltante
99517,1.0,1.0,1.0,,,107200.0,Departamento,surface_total,Descartado por dato faltante
99518,1.0,1.0,1.0,,,107800.0,Departamento,surface_total,Descartado por dato faltante
99519,1.0,1.0,1.0,,,107800.0,Departamento,surface_total,Descartado por dato faltante
99520,1.0,1.0,1.0,,,107800.0,Departamento,surface_total,Descartado por dato faltante
99521,1.0,1.0,1.0,,,107900.0,Departamento,surface_total,Descartado por dato faltante
99522,1.0,1.0,1.0,,,108800.0,Departamento,surface_total,Descartado por dato faltante
99523,1.0,1.0,1.0,,,108800.0,Departamento,surface_total,Descartado por dato faltante
99524,1.0,1.0,1.0,,,109000.0,Departamento,surface_total,Descartado por dato faltante
99525,1.0,1.0,1.0,,,109000.0,Departamento,surface_total,Descartado por dato faltante
99538,1.0,1.0,1.0,,,89000.0,Departamento,surface_total,Descartado por dato faltante
99539,1.0,1.0,1.0,,,85000.0,Departamento,surface_total,Descartado por dato faltante
99543,1.0,1.0,1.0,,,136400.0,Departamento,surface_total,Descartado por dato faltante
99545,1.0,1.0,1.0,,,68000.0,Departamento,surface_total,Descartado por dato faltante
99554,1.0,1.0,1.0,,,64000.0,Departamento,surface_total,Descartado por dato faltante
99555,1.0,1.0,1.0,,,65000.0,Departamento,surface_total,Descartado por dato faltante
99578,2.0,0.0,2.0,,,195000.0,Departamento,surface_total,Descartado por dato faltante
99579,2.0,0.0,1.0,,,158000.0,Departamento,surface_total,Descartado por dato faltante
99580,2.0,0.0,1.0,,,210000.0,Departamento,surface_total,Descartado por dato faltante
99581,2.0,0.0,1.0,,,220000.0,Departamento,surface_total,Descartado por dato faltante
99583,2.0,0.0,1.0,,,129500.0,Departamento,surface_total,Descartado por dato faltante
99674,2.0,1.0,1.0,,,67000.0,Departamento,surface_total,Descartado por dato faltante
99675,2.0,1.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
99676,2.0,1.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
99677,2.0,1.0,1.0,,,123000.0,Departamento,surface_total,Descartado por dato faltante
99690,2.0,1.0,1.0,,,134500.0,Departamento,surface_total,Descartado por dato faltante
99691,2.0,1.0,1.0,,,136600.0,Departamento,surface_total,Descartado por dato faltante
99692,2.0,1.0,1.0,,,84000.0,Departamento,surface_total,Descartado por dato faltante
99693,2.0,1.0,1.0,,,95000.0,Departamento,surface_total,Descartado por dato faltante
99694,2.0,1.0,1.0,,,99500.0,Departamento,surface_total,Descartado por dato faltante
99695,2.0,1.0,1.0,,,128500.0,Departamento,surface_total,Descartado por dato faltante
99696,2.0,1.0,1.0,,,136000.0,Departamento,surface_total,Descartado por dato faltante
99697,2.0,1.0,1.0,,,138400.0,Departamento,surface_total,Descartado por dato faltante
99698,2.0,1.0,1.0,,,141000.0,Departamento,surface_total,Descartado por dato faltante
99699,2.0,1.0,1.0,,,157500.0,Departamento,surface_total,Descartado por dato faltante
99700,2.0,1.0,1.0,,,165400.0,Departamento,surface_total,Descartado por dato faltante
99701,2.0,1.0,1.0,,,183100.0,Departamento,surface_total,Descartado por dato faltante
99702,2.0,1.0,2.0,,,140000.0,Departamento,surface_total,Descartado por dato faltante
99720,2.0,1.0,2.0,,,165000.0,Departamento,surface_total,Descartado por dato faltante
99721,2.0,1.0,1.0,,,187000.0,Departamento,surface_total,Descartado por dato faltante
99722,2.0,1.0,1.0,,,130000.0,Departamento,surface_total,Descartado por dato faltante
99723,2.0,1.0,1.0,,,169000.0,Departamento,surface_total,Descartado por dato faltante
99724,2.0,1.0,1.0,,,155000.0,Departamento,surface_total,Descartado por dato faltante
99727,2.0,1.0,2.0,,,250000.0,Departamento,surface_total,Descartado por dato faltante
99728,2.0,1.0,1.0,,,83000.0,Departamento,surface_total,Descartado por dato faltante
99729,2.0,1.0,1.0,,,88000.0,Departamento,surface_total,Descartado por dato faltante
99730,2.0,1.0,1.0,,,98000.0,Departamento,surface_total,Descartado por dato faltante
99732,2.0,1.0,1.0,,,108500.0,Departamento,surface_total,Descartado por dato faltante
99733,2.0,1.0,1.0,,,119500.0,Departamento,surface_total,Descartado por dato faltante
99734,2.0,1.0,1.0,,,120000.0,Departamento,surface_total,Descartado por dato faltante
99735,2.0,1.0,1.0,,,145000.0,Departamento,surface_total,Descartado por dato faltante
99736,2.0,1.0,1.0,,,150000.0,Departamento,surface_total,Descartado por dato faltante
99737,2.0,1.0,2.0,,,151200.0,Departamento,surface_total,Descartado por dato faltante
99738,2.0,1.0,2.0,,,159900.0,Departamento,surface_total,Descartado por dato faltante
99739,2.0,1.0,2.0,,,166300.0,Departamento,surface_total,Descartado por dato faltante
99741,2.0,1.0,1.0,,,119500.0,Departamento,surface_total,Descartado por dato faltante
99742,2.0,1.0,1.0,,,163040.0,Departamento,surface_total,Descartado por dato faltante
99744,2.0,1.0,1.0,,,105000.0,Departamento,surface_total,Descartado por dato faltante
99745,2.0,1.0,2.0,,,275000.0,Departamento,surface_total,Descartado por dato faltante
99746,2.0,1.0,2.0,,,201100.0,Departamento,surface_total,Descartado por dato faltante
99747,2.0,1.0,2.0,,,219300.0,Departamento,surface_total,Descartado por dato faltante
99748,2.0,1.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
99754,2.0,1.0,1.0,,,265000.0,Departamento,surface_total,Descartado por dato faltante
99757,2.0,1.0,1.0,,,280000.0,Departamento,surface_total,Descartado por dato faltante
99759,2.0,1.0,1.0,,,108000.0,Departamento,surface_total,Descartado por dato faltante
99760,2.0,1.0,1.0,,,109000.0,Departamento,surface_total,Descartado por dato faltante
99761,2.0,1.0,1.0,,,157000.0,Departamento,surface_total,Descartado por dato faltante
99763,2.0,1.0,2.0,,,196000.0,Departamento,surface_total,Descartado por dato faltante
99764,2.0,1.0,2.0,,,166000.0,Departamento,surface_total,Descartado por dato faltante
99765,2.0,1.0,2.0,,,180000.0,Departamento,surface_total,Descartado por dato faltante
99766,2.0,1.0,2.0,,,180000.0,Departamento,surface_total,Descartado por dato faltante
99785,2.0,1.0,2.0,,,250000.0,Departamento,surface_total,Descartado por dato faltante
99786,2.0,1.0,1.0,,,175000.0,Departamento,surface_total,Descartado por dato faltante
99787,2.0,1.0,1.0,,,198000.0,Departamento,surface_total,Descartado por dato faltante
99788,2.0,1.0,1.0,,,160000.0,Departamento,surface_total,Descartado por dato faltante
99789,2.0,1.0,1.0,,,160000.0,Departamento,surface_total,Descartado por dato faltante
99790,2.0,1.0,1.0,,,105000.0,Departamento,surface_total,Descartado por dato faltante
99792,2.0,1.0,1.0,,,160000.0,Departamento,surface_total,Descartado por dato faltante
99793,2.0,1.0,2.0,,,184000.0,Departamento,surface_total,Descartado por dato faltante
99794,2.0,1.0,2.0,,,224000.0,Departamento,surface_total,Descartado por dato faltante
99795,2.0,1.0,1.0,,,100000.0,Departamento,surface_total,Descartado por dato faltante
99796,2.0,1.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
99797,2.0,1.0,1.0,,,135000.0,Departamento,surface_total,Descartado por dato faltante
99798,2.0,1.0,1.0,,,138000.0,Departamento,surface_total,Descartado por dato faltante
99799,2.0,1.0,1.0,,,139900.0,Departamento,surface_total,Descartado por dato faltante
99800,2.0,1.0,1.0,,,184750.0,Departamento,surface_total,Descartado por dato faltante
99801,2.0,1.0,2.0,,,186120.0,Departamento,surface_total,Descartado por dato faltante
99802,2.0,1.0,1.0,,,187000.0,Departamento,surface_total,Descartado por dato faltante
99803,2.0,1.0,1.0,,,191500.0,Departamento,surface_total,Descartado por dato faltante
99809,2.0,1.0,1.0,,,85000.0,Departamento,surface_total,Descartado por dato faltante
99867,2.0,1.0,1.0,,,149000.0,Departamento,surface_total,Descartado por dato faltante
99870,2.0,1.0,1.0,,,109000.0,Departamento,surface_total,Descartado por dato faltante
99871,2.0,1.0,2.0,,,179000.0,Departamento,surface_total,Descartado por dato faltante
99872,2.0,1.0,2.0,,,179000.0,Departamento,surface_total,Descartado por dato faltante
99875,2.0,1.0,1.0,,,182000.0,Departamento,surface_total,Descartado por dato faltante
99876,2.0,1.0,1.0,,,145000.0,Departamento,surface_total,Descartado por dato faltante
99877,2.0,1.0,1.0,,,160000.0,Departamento,surface_total,Descartado por dato faltante
99879,2.0,1.0,1.0,,,230000.0,Departamento,surface_total,Descartado por dato faltante
99880,2.0,1.0,1.0,,,165000.0,Departamento,surface_total,Descartado por dato faltante
99881,2.0,1.0,1.0,,,155000.0,Departamento,surface_total,Descartado por dato faltante
99884,2.0,1.0,1.0,,,120000.0,Departamento,surface_total,Descartado por dato faltante
99885,2.0,1.0,2.0,,,129000.0,Departamento,surface_total,Descartado por dato faltante
99886,2.0,1.0,1.0,,,72000.0,Departamento,surface_total,Descartado por dato faltante
99887,2.0,1.0,1.0,,,83000.0,Departamento,surface_total,Descartado por dato faltante
99888,2.0,1.0,1.0,,,104000.0,Departamento,surface_total,Descartado por dato faltante
99889,2.0,1.0,1.0,,,62000.0,Departamento,surface_total,Descartado por dato faltante
99890,2.0,1.0,1.0,,,83000.0,Departamento,surface_total,Descartado por dato faltante
99891,2.0,1.0,1.0,,,87000.0,Departamento,surface_total,Descartado por dato faltante
99892,2.0,1.0,1.0,,,104000.0,Departamento,surface_total,Descartado por dato faltante
99893,2.0,1.0,1.0,,,66500.0,Departamento,surface_total,Descartado por dato faltante
99894,2.0,1.0,1.0,,,83000.0,Departamento,surface_total,Descartado por dato faltante
99895,2.0,1.0,1.0,,,83000.0,Departamento,surface_total,Descartado por dato faltante
99896,2.0,1.0,1.0,,,104000.0,Departamento,surface_total,Descartado por dato faltante
